Timestamp,Review,Mode,Pre_Lat_ms,Inf_Lat_ms,Post_Lat_ms,Pre_E_mJ,Inf_E_mJ,Post_E_mJ,Pre_Max_V,Pre_Mean_V,Pre_Max_C,Pre_Mean_C,Inf_Max_V,Inf_Mean_V,Inf_Max_C,Inf_Mean_C,Post_Max_V,Post_Mean_V,Post_Max_C,Post_Mean_C,Pre_Pwr_mW,Inf_Pwr_mW,Post_Pwr_mW,Memory_mB
2025-10-07 15:25:58,Hello; my name is (gen 58),GPU,0.0000,7211.5612,0.0000,0.0000,51086.5274,0.0000,11.8808,11.8515,0.6492,0.4541,11.8059,11.9801,1.1766,0.5913,11.9700,11.9617,0.5685,0.8795,5381.2488,7083.9761,10520.4290,753.0225
2025-10-07 15:26:05,Hello; my name is (gen 59),GPU,0.5147,7231.2531,0.9992,6.8476,75603.6682,8.8481,11.8966,11.8166,1.1486,1.1258,12.0457,11.7200,0.9185,0.8921,11.9956,11.7850,1.0698,0.7514,13302.8523,10455.1267,8855.0991,667.0263
2025-10-07 15:26:13,Hello; my name is (gen 60),GPU,0.0000,7214.5088,0.0000,0.0000,47132.8497,0.0000,11.8854,11.8818,1.2234,1.1545,11.8866,11.8844,1.3295,0.5499,11.9993,11.8519,0.6282,0.8081,13717.7456,6533.0643,9577.0362,528.0001
2025-10-07 15:26:21,Hello; my name is (gen 61),GPU,0.5112,7201.5860,0.9997,3.6181,67224.3281,11.9383,12.0076,11.9051,0.5364,0.5945,12.0961,11.8800,1.2684,0.7852,11.9489,11.8899,0.6443,1.0044,7078.1165,9334.6560,11941.9679,371.3388
2025-10-07 15:26:29,Hello; my name is (gen 62),GPU,0.0000,7228.1120,0.0000,0.0000,51596.3828,0.0000,11.9158,11.8256,0.5478,1.1628,12.0329,11.7438,0.9833,0.6072,12.0924,11.9743,1.0890,0.6624,13750.5346,7138.2932,7931.2308,567.2201
2025-10-07 15:26:36,Hello; my name is (gen 63),GPU,0.5102,7213.6853,0.0000,5.3517,97096.4905,0.0000,11.8675,11.8542,1.0984,0.8848,12.0938,11.8775,0.9032,1.1335,12.0091,11.8571,0.7336,1.1104,10489.1033,13460.0397,13166.5026,621.9491
2025-10-07 15:26:44,Hello; my name is (gen 64),GPU,0.0000,7202.0407,0.0000,0.0000,63764.0327,0.0000,12.0499,11.9408,0.9308,0.4591,11.8568,11.8332,1.4565,0.7515,11.8857,11.9305,0.5040,0.4139,5481.5730,8853.6063,4938.1388,616.5319
2025-10-07 15:26:52,Hello; my name is (gen 65),GPU,0.0000,7193.3155,1.0002,0.0000,62443.5542,11.5713,12.0080,11.7785,1.0015,0.9472,11.9552,11.8998,0.6984,0.7300,11.9318,11.7859,0.9505,0.9816,11156.6620,8680.7751,11569.3331,250.8318
2025-10-07 15:26:59,Hello; my name is (gen 66),GPU,0.5045,7221.0326,0.9997,6.2295,69425.2980,13.4538,11.8540,11.7590,1.1812,1.0501,11.8876,11.8820,1.0763,0.8084,12.0475,11.7374,1.3477,1.1466,12347.9409,9614.3172,13457.9665,539.8813
2025-10-07 15:27:07,Hello; my name is (gen 67),GPU,0.0000,7196.9893,0.5064,0.0000,61087.5297,3.6401,12.0010,11.7526,1.3924,0.4782,11.9493,11.7809,0.9043,0.7198,11.8129,11.8995,0.7056,0.6041,5620.1609,8487.9284,7188.2689,341.3534
2025-10-07 15:27:15,Hello; my name is (gen 68),GPU,0.5093,7203.7804,0.0000,5.4306,91347.8085,0.0000,11.8403,11.7258,1.3823,0.9094,12.0364,11.8256,1.3024,1.0730,12.0323,11.8625,0.7566,0.5163,10663.6953,12680.5376,6124.0243,754.4774
2025-10-07 15:27:23,Hello; my name is (gen 69),GPU,0.0000,7217.0181,0.0000,0.0000,65795.7543,0.0000,11.9994,11.8758,1.4211,0.4563,11.8697,11.8119,1.2209,0.7729,12.0998,11.8141,1.2950,0.6181,5418.5577,9116.7506,7302.6929,470.7258
2025-10-07 15:27:30,Hello; my name is (gen 70),GPU,0.5057,7207.7448,0.0000,5.3084,62272.3530,0.0000,12.0282,11.8540,1.1087,0.8856,12.0456,11.8422,1.2947,0.7298,11.8637,11.8405,1.4685,0.6465,10497.3431,8639.6445,7654.6130,407.5813
2025-10-07 15:27:38,Hello; my name is (gen 71),GPU,0.0000,7208.3151,0.0000,0.0000,79084.9081,0.0000,11.8971,11.8017,1.0201,0.5486,11.9876,11.8462,1.3754,0.9262,11.8538,11.9007,0.8232,1.1278,6474.1090,10971.3444,13422.2516,306.1836
2025-10-07 15:27:46,Hello; my name is (gen 72),GPU,0.0000,7237.6480,0.0000,0.0000,60928.7636,0.0000,12.0646,11.8168,0.7845,0.9163,11.8587,11.9552,1.2498,0.7043,11.8358,11.8573,0.9169,0.7224,10828.0375,8418.3099,8565.5314,532.4371
2025-10-07 15:27:53,Hello; my name is (gen 73),GPU,0.5105,7213.4664,0.0000,5.0165,48685.5023,0.0000,11.9101,11.9199,0.8333,0.8245,12.0541,11.8493,1.0832,0.5714,11.8305,11.9924,1.1492,1.1287,9827.6199,6749.2520,13536.0441,293.4656
2025-10-07 15:28:01,Hello; my name is (gen 74),GPU,0.0000,7210.0427,0.0000,0.0000,83899.7755,0.0000,11.9750,11.8257,1.1881,1.0785,11.8385,11.9120,0.9827,0.9774,12.0784,11.9238,1.0595,0.9267,12754.1803,11636.5157,11050.1174,463.1441
2025-10-07 15:28:09,Hello; my name is (gen 75),GPU,0.0000,7234.8444,0.0000,0.0000,47534.6465,0.0000,11.8040,11.9685,1.4745,1.1794,12.0151,11.8259,1.3739,0.5557,12.0358,11.7536,0.8228,0.5048,14116.2044,6570.2375,5933.0202,677.8939
2025-10-07 15:28:17,Hello; my name is (gen 76),GPU,0.0000,7235.7566,0.0000,0.0000,71023.9439,0.0000,11.8159,11.8257,0.9235,0.5770,11.9535,11.8754,1.3317,0.8277,12.0691,11.9992,1.1462,0.7640,6823.5052,9815.6900,9166.8035,475.2119
2025-10-07 15:28:24,Hello; my name is (gen 77),GPU,0.5035,7203.5472,0.0000,2.9118,64949.4548,0.0000,11.8375,11.7817,0.8277,0.4908,11.8971,11.9007,1.0141,0.7559,12.0990,11.8381,0.5066,1.1113,5782.6933,9016.3155,13155.2133,685.6056
2025-10-07 15:28:32,Hello; my name is (gen 78),GPU,0.0000,7202.3869,1.0004,0.0000,43623.7577,7.6215,12.0508,11.9005,1.0928,0.5144,12.0050,11.9225,1.0899,0.5076,11.8160,11.8923,0.8697,0.6406,6121.9475,6056.8473,7618.4662,766.7501
2025-10-07 15:28:40,Hello; my name is (gen 79),GPU,0.0000,7222.2140,0.0000,0.0000,40411.2979,0.0000,12.0848,11.8030,0.6148,0.7837,11.9037,11.8269,0.9070,0.4736,11.8427,11.8207,0.9290,1.1250,9249.4963,5595.4169,13298.1158,209.3664
2025-10-07 15:28:48,Hello; my name is (gen 80),GPU,0.0000,7240.2608,0.0000,0.0000,61668.9871,0.0000,11.8851,11.9534,0.9297,0.8629,12.0637,11.8145,1.1941,0.7206,11.9914,11.8870,0.9879,0.7243,10315.1556,8517.5090,8610.2525,560.3706
2025-10-07 15:28:55,Hello; my name is (gen 81),GPU,0.0000,7258.6725,1.0002,0.0000,76527.1001,12.1028,11.8759,11.8514,0.5387,1.1906,11.9108,11.7965,1.4197,0.8940,11.9205,11.8423,1.3244,1.0218,14110.5411,10542.8507,12100.8341,457.1941
2025-10-07 15:29:03,Hello; my name is (gen 82),GPU,0.0000,7218.1821,0.9999,0.0000,84095.7733,10.7555,11.9847,11.7606,1.0562,0.6932,11.9459,11.8490,1.2132,0.9856,11.9262,11.8221,1.2383,0.9098,8152.9480,11650.5475,10756.2494,424.2548
2025-10-07 15:29:11,Hello; my name is (gen 83),GPU,0.0000,7209.7540,1.0004,0.0000,41959.3112,5.8395,12.0766,11.8358,0.8979,0.5660,12.0715,11.8761,0.9399,0.4901,11.9645,11.7799,0.5435,0.4955,6699.3999,5819.7979,5837.1473,609.2657
2025-10-07 15:29:18,Hello; my name is (gen 84),GPU,0.0000,7194.9546,0.9999,0.0000,58684.2684,9.7670,11.8603,11.9597,1.1900,0.8386,11.8906,11.9692,1.2517,0.6814,11.8018,11.9013,1.2568,0.8207,10028.9990,8156.3083,9767.6940,549.9517
2025-10-07 15:29:26,Hello; my name is (gen 85),GPU,0.0000,7203.4171,1.0018,0.0000,64289.3635,11.1872,11.8135,11.9756,0.5372,0.4545,11.9430,11.9090,1.1407,0.7486,12.0444,11.8668,0.5919,0.9410,5443.2412,8924.8426,11166.6973,454.3947
2025-10-07 15:29:34,Hello; my name is (gen 86),GPU,0.0000,7233.2563,1.0006,0.0000,81647.9215,5.3624,12.0258,11.7418,0.5184,0.5435,11.8549,11.8595,1.4002,0.9519,11.9204,11.7088,0.6088,0.4577,6382.2378,11287.8512,5358.9347,328.7919
2025-10-07 15:29:42,Hello; my name is (gen 87),GPU,0.0000,7203.3968,0.9992,0.0000,77151.1978,5.6709,12.0762,11.7065,0.6608,0.6060,12.0406,11.8078,1.4898,0.9078,12.0806,11.7204,0.6823,0.4842,7094.3059,10710.3912,5675.3555,357.2938
2025-10-07 15:29:49,Hello; my name is (gen 88),GPU,0.0000,7211.9141,0.9999,0.0000,54012.5079,9.3718,11.9167,11.7173,0.8965,1.1288,12.0653,11.9195,0.8151,0.6287,11.8107,11.9447,1.2551,0.7847,13226.0250,7489.3444,9372.4818,523.3792
2025-10-07 15:29:57,Hello; my name is (gen 89),GPU,0.0000,7218.5981,0.9999,0.0000,58615.8031,5.9362,11.8489,11.7978,1.0650,0.8230,12.0978,11.8474,1.4833,0.6861,12.0226,11.7386,1.0440,0.5057,9710.1431,8120.1089,5936.6105,553.7572
2025-10-07 15:30:05,Hello; my name is (gen 90),GPU,0.0000,7217.3343,0.0000,0.0000,76557.3426,0.0000,12.0545,11.9522,1.0887,0.7480,12.0846,11.8123,0.9931,0.8972,11.9751,11.9667,0.5334,1.1473,8940.1098,10607.4265,13729.3455,740.6659
2025-10-07 15:30:12,Hello; my name is (gen 91),GPU,0.0000,7198.9315,0.9997,0.0000,73683.1946,8.0020,11.9843,11.7801,1.4091,0.5609,12.0948,11.8995,1.3367,0.8600,12.0353,11.7199,1.1544,0.6830,6607.0630,10235.2960,8004.5337,521.2163
2025-10-07 15:30:20,Hello; my name is (gen 92),GPU,0.5119,7206.3379,0.0000,2.7672,44902.3304,0.0000,11.9808,11.8609,1.4249,0.4558,12.0129,11.7557,1.3624,0.5302,12.0775,11.8080,1.3343,1.1294,5405.9299,6230.9499,13336.2846,335.2480
2025-10-07 15:30:28,Hello; my name is (gen 93),GPU,0.0000,7217.7291,0.0000,0.0000,58998.7796,0.0000,11.8052,11.8534,0.6500,0.6200,11.9813,11.8343,1.1846,0.6936,12.0500,11.7226,0.6641,0.4915,7349.1174,8174.1471,5761.2054,362.3374
