Timestamp,Review,Mode,Pre_Lat_ms,Inf_Lat_ms,Post_Lat_ms,Pre_E_mJ,Inf_E_mJ,Post_E_mJ,Pre_Max_V,Pre_Mean_V,Pre_Max_C,Pre_Mean_C,Inf_Max_V,Inf_Mean_V,Inf_Max_C,Inf_Mean_C,Post_Max_V,Post_Mean_V,Post_Max_C,Post_Mean_C,Pre_Pwr_mW,Inf_Pwr_mW,Post_Pwr_mW,Memory_mB
2025-10-07 15:46:34,Hello; my name is (gen 53),GPU,0.5038,1282.9669,0.0000,2.9014,12280.8776,0.0000,12.0410,11.8762,1.1729,0.4849,11.9872,11.9242,1.3747,0.8032,11.8192,11.8022,1.0035,1.1361,5759.2028,9572.2485,13408.9886,270.8290
2025-10-07 15:46:38,Hello; my name is (gen 54),GPU,0.0000,3342.8714,1.0002,0.0000,34411.1618,5.0866,11.8459,11.7109,0.5521,0.4758,12.0819,11.9032,1.2515,0.8645,12.0324,11.9036,1.1596,0.4272,5572.6012,10293.8933,5085.7822,287.5415
2025-10-07 15:46:41,Hello; my name is (gen 55),GPU,0.0000,2423.1863,0.0000,0.0000,17569.1447,0.0000,11.8995,11.8411,0.6214,0.4196,12.0271,11.7695,0.8677,0.6161,11.8652,11.9024,1.1011,0.4585,4968.5840,7250.4308,5457.4030,711.1484
2025-10-07 15:46:46,Hello; my name is (gen 56),GPU,0.0000,5223.0322,0.0000,0.0000,40371.6325,0.0000,11.8233,11.8883,0.5878,1.1521,11.9907,11.8613,1.3697,0.6515,11.8831,11.8917,1.0096,0.5148,13696.1064,7729.5392,6121.9120,431.3720
2025-10-07 15:46:48,Hello; my name is (gen 57),GPU,0.0000,1095.8865,0.0000,0.0000,10391.8933,0.0000,12.0787,11.9907,0.9163,0.7885,12.0389,11.8564,0.7375,0.7978,11.8501,11.7053,1.1371,0.5760,9454.1328,9482.6367,6741.6692,661.2716
2025-10-07 15:46:50,Hello; my name is (gen 58),GPU,0.5190,1845.9771,0.0000,3.7919,23370.3678,0.0000,11.8612,11.7729,0.5119,0.6205,11.9540,11.8358,1.3401,1.0690,11.8264,11.7051,0.9009,0.5069,7305.5494,12660.1615,5933.0586,611.9658
2025-10-07 15:46:51,Hello; my name is (gen 59),GPU,0.0000,533.1056,0.0000,0.0000,5063.9719,0.0000,11.8196,11.9887,1.2466,0.7159,12.0973,11.8639,0.9148,0.8029,11.9751,11.8214,1.1194,1.1961,8583.0936,9499.0033,14139.3599,530.0955
2025-10-07 15:46:53,Hello; my name is (gen 60),GPU,0.0000,2026.9773,0.0000,0.0000,17829.9743,0.0000,11.9698,11.7015,1.0275,0.4594,12.0981,11.8308,1.0556,0.7455,12.0030,11.9232,0.6436,0.7441,5375.8336,8796.3364,8871.7622,690.6398
2025-10-07 15:46:55,Hello; my name is (gen 61),GPU,0.0000,1294.0314,0.0000,0.0000,12967.8496,0.0000,11.8789,11.9457,0.5101,0.8177,12.0413,11.8628,1.1729,0.8451,12.0660,11.7120,1.4448,0.8377,9767.6858,10021.2790,9811.1839,624.8786
2025-10-07 15:46:58,Hello; my name is (gen 62),GPU,0.0000,2213.0456,0.0000,0.0000,24866.0619,0.0000,11.8356,11.8726,0.7831,0.5030,11.8671,11.7559,1.2901,0.9558,11.8052,11.9091,1.3261,0.6652,5972.0578,11236.1272,7922.3460,702.7813
2025-10-07 15:46:59,Hello; my name is (gen 63),GPU,0.0000,1278.9755,0.0000,0.0000,10765.2071,0.0000,11.9970,11.8102,1.4513,0.9397,11.9856,11.8369,1.1314,0.7113,11.9024,11.9299,1.2908,0.5703,11097.8655,8417.0551,6803.4512,243.3292
2025-10-07 15:47:02,Hello; my name is (gen 64),GPU,0.0000,2218.6625,0.0000,0.0000,20211.2777,0.0000,11.9647,11.7204,1.3652,0.5396,11.9762,11.8469,0.7004,0.7714,11.9969,11.9211,1.3168,0.6674,6324.6708,9109.6675,7955.6678,263.4040
2025-10-07 15:47:07,Hello; my name is (gen 65),GPU,0.0000,4478.5063,0.0000,0.0000,53286.3836,0.0000,11.8525,11.8955,0.7702,1.1445,12.0801,11.8644,1.2291,1.0020,11.8675,11.7017,0.9269,0.5275,13614.7412,11898.2490,6172.8181,348.2611
2025-10-07 15:47:09,Hello; my name is (gen 66),GPU,0.0000,1650.1780,0.9992,0.0000,19744.2776,10.8782,11.8384,11.7678,1.0177,0.9786,11.9587,11.8911,1.2568,1.0068,12.0800,11.9511,1.0229,0.9109,11515.9971,11964.9384,10886.7346,251.9400
2025-10-07 15:47:11,Hello; my name is (gen 67),GPU,0.5102,1845.6755,0.0000,5.1811,21867.7951,0.0000,12.0604,11.8421,1.2155,0.8575,12.0796,11.8840,1.1737,0.9969,12.0795,11.9683,0.7470,0.5165,10154.7035,11848.1258,6181.1190,797.0598
2025-10-07 15:47:12,Hello; my name is (gen 68),GPU,0.0000,911.0665,0.0000,0.0000,11442.1701,0.0000,11.8377,11.9363,1.0230,0.8688,12.0998,11.9512,1.1575,1.0512,11.8113,11.9276,0.8698,0.7792,10370.2678,12559.0938,9294.5175,633.3103
2025-10-07 15:47:15,Hello; my name is (gen 69),GPU,0.0000,2412.7603,0.0000,0.0000,27210.1451,0.0000,11.9662,11.8196,0.9226,0.5206,12.0375,11.8590,1.4350,0.9498,12.0554,11.8305,1.2541,1.0942,6153.1072,11277.6000,12944.5816,785.5383
2025-10-07 15:47:19,Hello; my name is (gen 70),GPU,0.0000,2959.8277,0.0000,0.0000,24880.4824,0.0000,11.9226,11.8663,0.8082,1.1129,12.0854,11.8542,1.3187,0.7089,11.9352,11.8393,1.0032,0.4705,13206.3707,8406.0578,5570.2359,407.1663
2025-10-07 15:47:21,Hello; my name is (gen 71),GPU,0.5116,2033.8514,1.0400,5.6983,17951.8699,11.3130,11.8682,11.7312,1.4079,0.9494,12.0058,11.8559,1.4465,0.7436,11.8928,11.7787,0.8891,0.9235,11137.0944,8826.5396,10878.0486,329.1669
2025-10-07 15:47:29,Hello; my name is (gen 72),GPU,0.0000,7459.2626,0.0000,0.0000,100988.7673,0.0000,11.9234,11.8098,1.1401,1.0833,11.9434,11.8837,1.4432,1.1393,11.9605,11.9778,1.4376,0.5722,12793.4497,13538.7065,6853.6015,742.4641
2025-10-07 15:47:31,Hello; my name is (gen 73),GPU,0.5062,1847.6000,0.9990,3.1407,11091.9556,10.5239,12.0428,11.9921,1.3594,0.5174,12.0303,11.8198,1.0023,0.5084,11.8557,11.7814,1.2850,0.8942,6204.9961,6003.4400,10534.7074,282.2839
2025-10-07 15:47:34,Hello; my name is (gen 74),GPU,0.0000,2025.1153,0.0000,0.0000,18303.2055,0.0000,11.8649,11.7348,0.9721,0.8850,12.0997,11.9253,0.6675,0.7583,11.9062,11.7275,0.9397,1.1278,10384.8222,9038.1056,13226.8024,381.8359
2025-10-07 15:47:36,Hello; my name is (gen 75),GPU,0.0000,2221.0681,0.9995,0.0000,21369.7672,10.0910,11.8212,11.7154,1.3672,1.1596,11.8459,11.8628,1.2315,0.8110,12.0665,11.8251,0.5433,0.8538,13584.5930,9621.3920,10096.5810,776.5945
2025-10-07 15:47:39,Hello; my name is (gen 76),GPU,0.0000,2584.2566,0.0000,0.0000,27262.3730,0.0000,11.8486,11.8928,0.6239,1.0972,11.9936,11.7818,1.2079,0.8947,11.8195,11.7726,1.1479,0.9608,13049.2656,10549.4062,11311.2084,318.9502
2025-10-07 15:47:41,Hello; my name is (gen 77),GPU,0.5054,1291.4803,0.9997,5.1692,15268.7569,13.6312,12.0097,11.9923,0.6318,0.8528,11.8859,11.8851,1.3536,0.9948,12.0000,11.8800,0.8874,1.1478,10226.9314,11822.6789,13635.4885,765.7635
2025-10-07 15:47:43,Hello; my name is (gen 78),GPU,0.0000,2036.1040,0.0000,0.0000,16608.3082,0.0000,12.0925,11.8042,0.5453,0.9563,12.0507,11.8166,1.1102,0.6908,11.8015,11.7188,1.2407,0.4795,11287.8633,8156.9058,5619.2041,765.3311
2025-10-07 15:47:46,Hello; my name is (gen 79),GPU,0.0000,2615.5424,0.0000,0.0000,22191.1319,0.0000,12.0182,11.7230,0.5425,1.1325,12.0721,11.8300,1.3669,0.7176,11.9706,11.8434,1.1386,0.5025,13276.1798,8484.3327,5951.8444,244.8694
2025-10-07 15:47:56,Hello; my name is (gen 80),GPU,0.0000,9520.2270,0.0000,0.0000,85986.7021,0.0000,11.9523,11.9594,0.5539,0.6518,11.8453,11.8361,1.2065,0.7611,12.0557,11.9963,0.6458,0.8290,7795.3770,9032.0013,9944.8585,394.0071
2025-10-07 15:47:59,Hello; my name is (gen 81),GPU,0.0000,2225.3246,0.0000,0.0000,23588.2527,0.0000,11.9585,11.8671,1.1046,0.7327,11.9751,11.7944,1.3149,0.8990,11.8237,11.8991,1.3596,0.4119,8694.5749,10599.9154,4901.0949,358.9754
2025-10-07 15:48:01,Hello; my name is (gen 82),GPU,0.0000,2037.8349,0.0000,0.0000,15937.2101,0.0000,12.0327,11.8365,1.2641,1.1993,11.9495,11.8453,1.1841,0.6610,11.8732,11.9014,0.8832,0.7384,14195.5945,7820.6582,8787.4136,348.9138
2025-10-07 15:48:03,Hello; my name is (gen 83),GPU,0.5066,1658.5753,0.9995,3.3171,15357.8245,5.9903,11.9976,11.7346,0.9675,0.5579,11.9409,11.7961,1.2875,0.7851,11.9284,11.7553,1.0068,0.5099,6547.2497,9259.6486,5993.5459,206.5666
2025-10-07 15:48:05,Hello; my name is (gen 84),GPU,0.0000,723.7990,0.0000,0.0000,6729.5358,0.0000,12.0399,11.8157,0.9407,0.6380,11.9532,11.7861,1.1177,0.7889,11.9700,11.9128,1.0967,0.4681,7537.8943,9297.5203,5576.4987,316.7459
2025-10-07 15:48:07,Hello; my name is (gen 85),GPU,0.0000,1837.8181,0.9995,0.0000,12948.0763,10.8267,11.9895,11.8515,1.1047,0.7630,11.9136,11.8308,1.2017,0.5955,12.0115,11.8459,1.4895,0.9145,9042.9121,7045.3523,10832.6797,606.3483
2025-10-07 15:48:10,Hello; my name is (gen 86),GPU,0.0000,3153.0063,0.0000,0.0000,20078.8588,0.0000,12.0778,11.9075,0.7481,0.5707,11.9419,11.9088,0.9855,0.5344,11.8438,11.7272,0.5718,0.6800,6795.9638,6368.1632,7974.3507,389.1396
2025-10-07 15:48:12,Hello; my name is (gen 87),GPU,0.5167,1279.7046,0.5045,7.0427,13416.9931,5.6512,12.0051,11.9856,0.5831,1.1373,12.0284,11.8555,1.3633,0.8846,11.8294,11.7348,1.1946,0.9546,13631.3442,10484.4457,11201.7628,237.1412
2025-10-07 15:48:15,Hello; my name is (gen 88),GPU,0.0000,2226.0840,0.0000,0.0000,17351.1619,0.0000,11.8377,11.7099,1.4385,0.6837,11.8840,11.9447,1.1680,0.6534,11.9760,11.8247,1.3639,0.4115,8006.1249,7794.4776,4865.7221,704.0010
2025-10-07 15:48:17,Hello; my name is (gen 89),GPU,0.5043,1842.0100,0.0000,6.5514,20414.5075,0.0000,11.8131,11.7337,1.0711,1.1073,11.9692,11.9671,1.3178,0.9261,11.9677,11.9085,0.5120,0.7480,12992.2177,11082.7342,8907.0406,551.9420
2025-10-07 15:48:20,Hello; my name is (gen 90),GPU,0.0000,2418.0393,0.9992,0.0000,33172.8645,12.5633,11.9382,11.9274,0.8586,1.0202,12.0159,11.8840,1.3756,1.1541,11.9526,11.7186,1.2002,1.0729,12168.0134,13718.9103,12573.1588,664.4119
2025-10-07 15:48:22,Hello; my name is (gen 91),GPU,0.0000,2022.9518,0.0000,0.0000,25521.7278,0.0000,11.9425,11.8196,0.7844,0.4428,11.9310,11.8480,0.8827,1.0638,11.9282,11.8104,1.2260,1.0371,5233.1994,12616.0827,12248.9193,406.4615
2025-10-07 15:48:25,Hello; my name is (gen 92),GPU,0.0000,2233.2289,0.0000,0.0000,20852.7107,0.0000,11.9923,11.8813,1.0905,0.5728,11.9578,11.8176,1.2834,0.7936,12.0834,11.7635,0.5273,1.1171,6805.9218,9337.4712,13141.5462,244.1942
2025-10-07 15:48:27,Hello; my name is (gen 93),GPU,0.0000,2019.4666,0.0000,0.0000,16113.2219,0.0000,11.8710,11.8138,1.2198,1.1033,12.0667,11.8603,1.2198,0.6725,11.9059,11.7907,0.5794,0.6023,13034.1296,7978.9493,7101.4652,611.6265
